区域,小区名称,户型,面积,价格(万),单价(元/平米),性质,朝向,装修,是否有电梯,楼层,建筑年代,楼型
东城,万国城MOMA ,4室2厅,303.61,3600,118574,房本满五年,南北,精装,有电梯,顶层(共26层)2005年建板楼,,-
东城,海晟名苑 ,3室3厅,295.56,3800,128570,房本满五年,南,精装,有电梯,高楼层(共18层)2003年建板塔结合,,-
东城,南岗子 ,2室1厅,57.87,520,89857,房本满五年,南北,精装,无电梯,中楼层(共6层)1988年建板楼,,-
东城,光明楼 ,3室1厅,116.53,1200,102978,房本满五年,南北,其他,无电梯,顶层(共6层)2000年建板楼,,-
东城,桃杨路北里12号院 ,1室1厅,58.98,471,79858,房本满五年,南北,简装,无电梯,高楼层(共6层)1999年建板楼,,-
东城,礼士胡同甲66号院 ,2室1厅,57.74,650,112574,房本满五年,东,简装,无,中楼层(共5层)1980年建板楼,,-
东城,安定路 ,3室1厅,81.77,858,104929,房本满五年,东南西南,简装,有电梯,低楼层(共18层)1996年建塔楼,,-
东城,青年湖北街 ,2室2厅,73.24,850,116057,房本满五年,东南,简装,有电梯,中楼层(共18层)1997年建塔楼,,-
东城,新景家园西区 ,2室1厅,116.07,1020,87879,房本满五年,西北,简装,有电梯,高楼层(共11层)2001年建板塔结合,,-
东城,中景濠庭 ,3室1厅,161.57,1580,97791,房本满五年,南北,精装,有电梯,中楼层(共22层)2002年建塔楼,,-
东城,安德路47号院 ,2室1厅,56.9,525,92268,房本满五年,南北,简装,无电梯,顶层(共5层)1980年建板楼,,-
东城,水上华城 ,1室1厅,79.56,830,104324,房本满五年,西,精装,有电梯,高楼层(共23层)2006年建板塔结合,,-
东城,禾风相府 ,1室0厅,38.45,495,128739,房本满五年,西,精装,有电梯,中楼层(共14层)2004年建板楼,,-
东城,新景家园东区 ,1室1厅,60.31,633,104958,房本满五年,南,精装,有电梯,顶层(共12层)2004年建板塔结合,,-
东城,豆瓣胡同 ,3室1厅,86.2,1250,145012,房本满五年,南北,简装,有电梯,低楼层(共12层)2003年建板楼,,-
东城,西水井胡同 ,2室1厅,74.95,750,100067,房本满五年,东西,精装,有电梯,中楼层(共16层)2003年建板塔结合,,-
东城,左安浦园 ,3室2厅,114.52,925,80772,房本满五年,南北,简装,有电梯,中楼层(共16层)2004年建板塔结合,,-
东城,青年湖西里 ,2室1厅,57.51,680,118241,房本满五年,南北,简装,无,中楼层(共5层)1986年建板楼,,-
东城,安德路47号院 ,1室1厅,42.73,448,104845,房本满五年,南,简装,无电梯,中楼层(共7层)1989年建板楼,,-
东城,国瑞城东区 ,3室1厅,90.01,1050,116654,房本满五年,东南,精装,有电梯,低楼层(共16层)2006年建板塔结合,,-
东城,海晟国际公寓 ,1室1厅,72.71,870,119654,房本满五年,南,精装,有电梯,中楼层(共17层)2007年建板塔结合,,-
东城,广渠家园 ,3室1厅,85.24,750,87987,,西北,简装,有电梯,高楼层(共28层)2009年建塔楼,,-
东城,北京上舍 ,2室1厅,74.12,780,105235,,东,精装,有电梯,顶层(共15层)2008年建塔楼,,-
东城,富贵园三区 ,1室1厅,63.74,637,99938,,东,精装,有电梯,中楼层(共16层)2002年建塔楼,,-
东城,赵堂子胡同 ,2室1厅,80.92,830,102571,,南,简装,有电梯,底层(共11层)2003年建板塔结合,,-
东城,西水井胡同 ,2室1厅,74.95,770,102736,,东西,简装,有电梯,低楼层(共16层)2003年建板塔结合,,-
东城,当代MOMA ,4室2厅,321.06,3100,96556,,西北,精装,有电梯,高楼层(共19层)2008年建塔楼,,-
东城,当代MOMA ,4室2厅,321.06,3100,96556,房本满五年,西北,精装,有电梯,高楼层(共19层)2008年建塔楼,,-
东城,西革新里124号 ,2室1厅,57.38,372,64831,房本满五年,东西,简装,无电梯,顶层(共6层)1981年建板楼,,-
东城,法华南里 ,2室1厅,67.84,700,103184,房本满五年,南北,简装,无电梯,中楼层(共6层)1996年建板楼,,-
东城,西堂子胡同 ,3室1厅,69.35,850,122567,房本满五年,南北,简装,无电梯,中楼层(共6层)1988年建板楼,,-
东城,国瑞城东区 ,1室1厅,56.84,670,117875,房本满五年,南,精装,有电梯,中楼层(共16层)2006年建板塔结合,,-
东城,花市枣苑一期 ,2室2厅,126.52,1400,110655,房本满五年,东,简装,有电梯,低楼层(共18层)2002年建塔楼,,-
东城,富莱茵花园 ,2室1厅,63.06,441,69934,房本满五年,南,简装,有电梯,高楼层(共21层)1995年建塔楼,,-
东城,保利蔷薇 ,1室1厅,57.01,670,117524,房本满五年,北,精装,有电梯,高楼层(共16层)2008年建板塔结合,,-
东城,新景家园西区 ,2室1厅,71.09,780,109721,房本满五年,南北,简装,无电梯,底层(共6层)2004年建板塔结合,,-
东城,龙潭北里二条 ,3室1厅,61.85,516,83428,房本满五年,南,简装,无电梯,中楼层(共5层)1960年建板楼,,-
东城,新景家园西区 ,2室1厅,80.74,845,104657,房本满五年,南北,精装,有电梯,中楼层(共16层)2004年建板楼,,-
东城,海运仓小区 ,3室1厅,82.95,986,118867,房本满五年,南北,简装,无电梯,底层(共6层)2002年建板楼,,-
东城,金世纪嘉园 ,1室1厅,65.6,660,100610,房本满五年,西北,精装,有电梯,中楼层(共18层)2003年建塔楼,,-
东城,天天家园 ,3室2厅,153.21,1050,68534,房本满五年,西北,简装,有电梯,中楼层(共11层)2002年建板塔结合,,-
东城,凯景铭座 ,2室1厅,137.39,1360,98989,房本满五年,西南,精装,有电梯,高楼层(共19层)2001年建塔楼,,-
东城,新景家园西区 ,2室1厅,80.64,840,104167,房本满五年,东西,精装,有电梯,中楼层(共16层)2004年建板塔结合,,-
东城,西革新里108号院 ,4室2厅,180.93,1100,60797,房本满五年,南北,其他,无电梯,顶层(共6层)1996年建板楼,,-
东城,天天家园 ,3室2厅,153.21,1120,73103,房本满五年,西北,简装,有电梯,高楼层(共11层)2002年建板塔结合,,-
东城,国瑞城中区 ,3室1厅,96.26,1050,109080,房本满五年,东南,精装,有电梯,中楼层(共16层)2006年建板塔结合,,-
东城,天娇园 ,2室2厅,98.06,1029.6,104997,房本满五年,西,精装,有电梯,中楼层(共11层)2008年建板塔结合,,-
东城,富贵园二区 ,2室1厅,69.93,680,97241,房本满五年,西南,精装,有电梯,顶层(共18层)2003年建塔楼,,-
东城,悠胜美苑 ,2室1厅,98.37,765,77768,房本满五年,西,其他,有电梯,高楼层(共18层)2001年建塔楼,,-
东城,崇文门东大街 ,3室1厅,76.08,800,105153,房本满五年,南北,简装,有电梯,高楼层(共12层)1980年建板塔结合,,-
东城,东厂北巷3号院 ,2室1厅,58.79,675,114816,房本满五年,东西,精装,无电梯,高楼层(共6层)1986年建板楼,,-
东城,西革新里110号院 ,3室1厅,77.17,555,71920,房本满五年,南北,简装,无电梯,顶层(共6层)1990年建板楼,,-
东城,中海紫御公馆 ,2室2厅,89.98,1200,133363,,南北,精装,有电梯,中楼层(共23层)2010年建板塔结合,,-
东城,天天家园 ,2室1厅,112.12,850,75812,,西北,精装,无,中楼层(共11层)2002年建板塔结合,,-
东城,豆瓣胡同 ,2室1厅,71.44,920,128780,,南,简装,有电梯,低楼层(共21层)2003年建板楼,,-
东城,仓南胡同 ,2室1厅,68.31,960,140536,,南北,简装,无电梯,高楼层(共6层)2003年建板楼,,-
东城,上龙西里 ,1室1厅,53.95,538,99722,,东南,简装,有电梯,低楼层(共18层)1993年建塔楼,,-
东城,仓南胡同 ,2室1厅,68.31,960,140536,房本满五年,南北,简装,无电梯,高楼层(共6层)2003年建板楼,,-
东城,培新街乙5号院 ,2室1厅,69.03,650,94162,房本满五年,东西,其他,有电梯,中楼层(共16层)1999年建板塔结合,,-
东城,板厂新里 ,2室1厅,61.66,660,107039,房本满五年,东北,精装,无,高楼层(共18层)1990年建塔楼,,-
东城,元嘉国际公寓 ,3室1厅,165.82,1350,81414,房本满五年,西北,简装,有电梯,低楼层(共7层)2003年建塔楼,,-
东城,东花市北里东区 ,3室2厅,94.66,960,101416,房本满五年,南北,精装,无电梯,高楼层(共6层)1991年建板楼,,-
东城,大羊宜宾胡同35号院 ,1室1厅,41.3,465,112591,房本满五年,南,其他,无电梯,底层(共6层)1988年建板楼,,-
东城,青年湖南街 ,2室1厅,69.32,727,104876,房本满五年,东西,简装,有电梯,顶层(共10层)1992年建板塔结合,,-
东城,国瑞城中区 ,2室1厅,83.06,800,96316,房本满五年,西南,精装,有电梯,中楼层(共16层)2006年建板塔结合,,-
东城,万国城MOMA ,3室2厅,227.47,2600,114301,房本满五年,东南,精装,有电梯,中楼层(共31层)2006年建塔楼,,-
东城,水上华城 ,2室1厅,75.18,850,113062,房本满五年,东,精装,有电梯,高楼层(共22层)2006年建板塔结合,,-
东城,大方家胡同 ,2室1厅,85.86,1287,149896,房本满五年,南,精装,有电梯,中楼层(共9层)2003年建板塔结合,,-
东城,金桥国际 ,1室1厅,75.17,710,94453,房本满五年,西,精装,有电梯,中楼层(共27层)2004年建塔楼,,-
东城,太华公寓 ,2室1厅,154.53,1158,74937,房本满五年,北,简装,有电梯,顶层(共17层)塔楼,,-
东城,幸福家园一期 ,2室1厅,88.19,950,107722,房本满五年,北,简装,有电梯,高楼层(共18层)2002年建塔楼,,-
东城,阳光都市 ,4室2厅,307.68,3300,107255,房本满五年,东南,精装,有电梯,顶层(共24层)2000年建塔楼,,-
东城,富贵园二区 ,2室1厅,69.45,710,102232,房本满五年,东南,精装,有电梯,顶层(共18层)2003年建塔楼,,-
东城,定安里 ,3室1厅,64.02,420,65605,房本满五年,南,简装,无电梯,顶层(共6层)1983年建板楼,,-
东城,青年湖东里 ,3室1厅,59.13,620,104854,房本满五年,南北,简装,无电梯,顶层(共5层)1980年建板楼,,-
东城,东直门内大街 ,2室1厅,80.44,880,109399,房本满五年,西南,简装,有电梯,高楼层(共16层)2002年建塔楼,,-
东城,前门前 ,1室1厅,51.91,519,99981,房本满五年,东,精装,有电梯,顶层(共6层)2009年建板塔结合,,-
东城,幸福家园二期 ,2室1厅,65.48,790,120648,房本满五年,北,精装,有电梯,高楼层(共13层)2003年建板塔结合,,-
东城,青年湖北街 ,2室1厅,72.52,848,116934,房本满五年,南,精装,有电梯,中楼层(共18层)1997年建塔楼,,-
东城,新景家园东区 ,3室1厅,92.58,970,104775,房本满五年,东西,简装,有电梯,高楼层(共17层)2004年建板楼,,-
东城,望陶园小区 ,2室2厅,111.52,770,69046,房本满五年,东南,简装,有电梯,高楼层(共18层)1999年建塔楼,,-
东城,安德里北街25号院 ,1室1厅,46.87,700,149350,房本满五年,南西,简装,有电梯,顶层(共17层)1990年建塔楼,,-
东城,绿景苑 ,4室2厅,163.63,1600,97782,,东南北,简装,无,中楼层(共14层)1999年建板楼,,-
东城,美惠大厦 ,4室1厅,177.88,1050,59029,,东西,精装,有电梯,高楼层(共15层)1998年建板塔结合,,-
东城,管村26号院 ,2室1厅,65.8,350,53192,,南北,简装,无电梯,地下室(共6层)1997年建板楼,,-
东城,金世纪嘉园 ,1室1厅,68.62,685,99826,,西北,其他,有电梯,中楼层(共21层)2003年建塔楼,,-
东城,小黄庄一区 ,2室1厅,67.14,740,110218,,南北,精装,有电梯,高楼层(共12层)1993年建板塔结合,,-
东城,富贵园二区 ,2室1厅,76.46,699,91421,房本满五年,东北,简装,有电梯,低楼层(共18层)2003年建塔楼,,-
东城,安德里北街25号院 ,1室1厅,46.87,700,149350,房本满五年,南西,简装,有电梯,顶层(共17层)1990年建塔楼,,-
东城,绿景苑 ,4室2厅,163.63,1600,97782,房本满五年,东南北,简装,无,中楼层(共14层)1999年建板楼,,-
东城,管村26号院 ,2室1厅,65.8,350,53192,房本满五年,南北,简装,无电梯,地下室(共6层)1997年建板楼,,-
东城,小黄庄一区 ,2室1厅,67.14,740,110218,房本满五年,南北,精装,有电梯,高楼层(共12层)1993年建板塔结合,,-
东城,工体3号 ,1室1厅,104.99,700,66674,房本满五年,东,精装,有电梯,中楼层(共17层)2005年建板塔结合,,-
东城,水上华城 ,2室1厅,83.62,860,102847,房本满五年,北,其他,有电梯,低楼层(共24层)2008年建板塔结合,,-
东城,西革新里124号 ,2室1厅,57.38,430,74940,房本满五年,东西,简装,无,中楼层(共6层)1981年建板楼,,-
东城,南竹杆胡同 ,3室1厅,89.34,920,102978,房本满五年,南北,精装,有电梯,低楼层(共16层)2003年建板塔结合,,-
东城,领行国际 ,2室1厅,123.44,1070,86682,房本满五年,南北,其他,有电梯,低楼层(共21层)2005年建板塔结合,,-
东城,管村26号院 ,3室1厅,87.79,660,75180,房本满五年,南北,精装,无电梯,底层(共6层)1997年建板楼,,-
东城,春秀路 ,2室1厅,55.51,555,99982,房本满五年,西北,简装,无电梯,中楼层(共6层)1982年建板楼,,-
东城,六铺炕 ,2室1厅,54.38,690,126885,房本满五年,东西,精装,无电梯,高楼层(共6层)1980年建板楼,,-
东城,保利蔷薇 ,1室1厅,62.57,710,113473,房本满五年,东西,精装,有电梯,底层(共16层)2008年建板塔结合,,-
东城,民安小区东直门北中街 ,1室1厅,60.2,720,119602,房本满五年,东西,精装,无电梯,低楼层(共6层)1988年建板楼,,-
东城,冠城名敦道 ,2室1厅,85.03,765,89969,房本满五年,西北,简装,有电梯,低楼层(共23层)2009年建塔楼,,-
东城,永定门东街东里 ,3室1厅,65.57,540,82355,房本满五年,东西,简装,无电梯,中楼层(共5层)1977年建板楼,,-
东城,建予园 ,2室1厅,77.79,590,75846,房本满五年,西南,简装,有电梯,高楼层(共16层)2001年建塔楼,,-
东城,永合馨苑 ,2室1厅,117.93,780,66141,房本满五年,南北,简装,有电梯,低楼层(共11层)2001年建板塔结合,,-
东城,东方银座 ,2室1厅,146.39,1300,88804,房本满五年,西,精装,有电梯,高楼层(共27层)2003年建塔楼,,-
东城,东直门内北小街8号院 ,2室1厅,83.87,980,116848,房本满五年,西,精装,有电梯,高楼层(共13层)2003年建板塔结合,,-
东城,民安小区东直门内北小街 ,2室1厅,71.23,854,119894,房本满五年,西,精装,有电梯,中楼层(共16层)2003年建板楼,,-
东城,永合馨苑 ,2室1厅,117.93,812,68855,房本满五年,南,精装,有电梯,中楼层(共11层)2001年建板塔结合,,-
东城,三秀涵雅 ,1室1厅,67.02,680,101463,,东南,精装,有电梯,低楼层(共18层)2000年建塔楼,,-
东城,当代MOMA ,3室1厅,205.43,2100,102225,,西南,精装,有电梯,中楼层(共21层)2008年建塔楼,,-
东城,东直门内大街 ,2室1厅,67.97,730,107401,,东,精装,有电梯,底层(共16层)2002年建塔楼,,-
东城,望陶园小区 ,2室1厅,116.15,800,68877,,东北,简装,有电梯,高楼层(共18层)1999年建塔楼,,-
东城,东直门北大街 ,3室1厅,81.51,782,95940,,东西,精装,有电梯,低楼层(共14层)1990年建板塔结合,,-
东城,远洋德邑 ,2室1厅,110.95,1109,99955,,西北,精装,有电梯,高楼层(共22层)2002年建塔楼,,-
东城,新景家园东区 ,1室1厅,60.77,630,103670,,南,简装,无,中楼层(共12层)2002年建板塔结合,,-
东城,长安太和 ,4室1厅,314.28,3700,117730,房本满五年,东南,精装,有电梯,中楼层(共24层)2012年建板楼,,-
东城,仓夹道 ,2室1厅,75.41,930,123326,房本满五年,南,精装,有电梯,中楼层(共23层)2003年建塔楼,,-
东城,安德路乙61号院 ,3室1厅,66.65,799,119880,房本满五年,东西,精装,有电梯,高楼层(共12层)1989年建塔楼,,-
东城,北新桥三条1号院 ,1室1厅,38.63,500,129434,房本满五年,南,其他,无电梯,中楼层(共5层)1985年建板楼,,-
东城,大草厂胡同 ,2室1厅,48.48,557,114893,房本满五年,南北,简装,无电梯,中楼层(共5层)1987年建板楼,,-
东城,民安小区东直门北中街 ,2室1厅,71.48,855,119614,房本满五年,南,精装,有电梯,中楼层(共11层)2002年建板塔结合,,-
东城,北新仓胡同 ,2室1厅,65.19,717,109987,房本满五年,南北,简装,无电梯,底层(共6层)2002年建板楼,,-
东城,国瑞城中区 ,1室1厅,58.77,598,101753,房本满五年,南,简装,有电梯,中楼层(共16层)2006年建板塔结合,,-
东城,富贵园一区 ,1室1厅,58.14,700,120400,房本满五年,东北,其他,有电梯,中楼层(共9层)2004年建板楼,,-
东城,冠城名敦道 ,1室1厅,60.99,560,91819,房本满五年,南,精装,有电梯,中楼层(共23层)2009年建塔楼,,-
东城,交道口东大街 ,2室1厅,76.53,1030,134588,房本满五年,南北,简装,有电梯,中楼层(共11层)2002年建板塔结合,,-
东城,景泰西里西区 ,1室1厅,64.3,460,71540,房本满五年,东西,精装,有电梯,高楼层(共13层)2005年建板塔结合,,-
东城,崇文门东大街 ,1室1厅,43.84,460,104928,房本满五年,南,简装,有电梯,高楼层(共12层)1980年建板塔结合,,-
东城,金世纪嘉园 ,1室1厅,77.95,740,94933,房本满五年,西南,精装,有电梯,中楼层(共21层)2006年建塔楼,,-
东城,国瑞城东区 ,2室1厅,75.45,792,104971,房本满五年,西北,精装,有电梯,高楼层(共16层)2006年建板塔结合,,-
东城,建予园 ,2室1厅,71.39,526,73680,房本满五年,西南,简装,有电梯,高楼层(共16层)1999年建塔楼,,-
东城,安化北里 ,2室1厅,68.62,680,99097,房本满五年,东南,精装,有电梯,低楼层(共17层)1980年建塔楼,,-
东城,板厂新里 ,3室2厅,115.8,1150,99310,房本满五年,南北,精装,无,底层(共4层)1990年建板楼,,-
东城,富贵园三区 ,1室1厅,64.76,598,92341,房本满五年,西,简装,有电梯,低楼层(共16层)2002年建塔楼,,-
东城,金桥国际 ,1室1厅,55.1,523,94919,房本满五年,西南,精装,无,低楼层(共21层)2004年建塔楼,,-
东城,禄米仓胡同 ,2室1厅,73.43,930,126652,房本满五年,东西,精装,无电梯,底层(共6层)2003年建板楼,,-
东城,新景家园东区 ,2室1厅,73.41,830,113064,,南北,精装,有电梯,低楼层(共16层)2004年建板塔结合,,-
东城,绿景馨园 ,2室1厅,69.96,730,104346,,南北,精装,无电梯,底层(共6层)2004年建板楼,,-
